split,class_name,class_id,sequence_index,group_id,image,label,source_image,source_label,sha256,phash_hex
train,cup,1,35,cup_g014,images/train/cup_0035.jpg,labels/train/cup_0035.txt,raw_images/cup_yolo_annotated/images/cup_0035.jpg,raw_images/cup_yolo_annotated/labels/cup_0035.txt,6ad42f8b937ed49ffd2d6e1fe04a728aa3656937cf5e285c24cb653dc0b636f9,9250e8a55b52753f
train,cup,1,36,cup_g014,images/train/cup_0036.jpg,labels/train/cup_0036.txt,raw_images/cup_yolo_annotated/images/cup_0036.jpg,raw_images/cup_yolo_annotated/labels/cup_0036.txt,dcc08e886677ec509f62512acd51afa62bbb3244c2fbaa4388aeb58c911e0fc4,9250e8b55a52f4be
train,cup,1,37,cup_g014,images/train/cup_0037.jpg,labels/train/cup_0037.txt,raw_images/cup_yolo_annotated/images/cup_0037.jpg,raw_images/cup_yolo_annotated/labels/cup_0037.txt,7ea4b028a0ae61240f38d7b73fca1e3dd46a93b0159919eea6faada018e4cf87,b650e8b75a52f0b4
train,cup,1,38,cup_g014,images/train/cup_0038.jpg,labels/train/cup_0038.txt,raw_images/cup_yolo_annotated/images/cup_0038.jpg,raw_images/cup_yolo_annotated/labels/cup_0038.txt,08661e9b6e45606bc572dbddd3d40b9b162ece156af58611cfea46e951f67753,f644e8bf5e527030
train,cup,1,39,cup_g014,images/train/cup_0039.jpg,labels/train/cup_0039.txt,raw_images/cup_yolo_annotated/images/cup_0039.jpg,raw_images/cup_yolo_annotated/labels/cup_0039.txt,fdfb3ae2043ce1d26dceed1743e091cd39c762313090550fb0b53154eb3df4de,f640e8be5e52f0b0
train,cup,1,40,cup_g014,images/train/cup_0040.jpg,labels/train/cup_0040.txt,raw_images/cup_yolo_annotated/images/cup_0040.jpg,raw_images/cup_yolo_annotated/labels/cup_0040.txt,077e5f002680852c44245f9d6ef6fef6036ff5f4c8a241233eac2c5d3dacb5e8,f240e8bd5e5a70f0
train,cup,1,41,cup_g014,images/train/cup_0041.jpg,labels/train/cup_0041.txt,raw_images/cup_yolo_annotated/images/cup_0041.jpg,raw_images/cup_yolo_annotated/labels/cup_0041.txt,fae036f3ebc9956be946e588654feed7f85ca9d80d1134e92ad271d1afc746e8,f640e8bf5e5270b0
train,cup,1,42,cup_g010,images/train/cup_0042.jpg,labels/train/cup_0042.txt,raw_images/cup_yolo_annotated/images/cup_0042.jpg,raw_images/cup_yolo_annotated/labels/cup_0042.txt,fb4b3682d37acd863ca068f750e64c48a6751fc7bd41e75c7cb582485cda7720,a75098bc5e56e1e1
train,cup,1,43,cup_g010,images/train/cup_0043.jpg,labels/train/cup_0043.txt,raw_images/cup_yolo_annotated/images/cup_0043.jpg,raw_images/cup_yolo_annotated/labels/cup_0043.txt,782a1d6a3e76d43ea56ede823793fa197cbcad47f1027ed4caee2e55530fa7bb,a752d8bc5e56e1a0
train,cup,1,44,cup_g010,images/train/cup_0044.jpg,labels/train/cup_0044.txt,raw_images/cup_yolo_annotated/images/cup_0044.jpg,raw_images/cup_yolo_annotated/labels/cup_0044.txt,c22f8ec10e81f2be0c857bd04aaefa4dd9024f9563e03565f109770553d7a406,a752f8bc5e46e1a0
train,cup,1,45,cup_g010,images/train/cup_0045.jpg,labels/train/cup_0045.txt,raw_images/cup_yolo_annotated/images/cup_0045.jpg,raw_images/cup_yolo_annotated/labels/cup_0045.txt,e3975dd6b297bd368043b75e068c0124e6995efeda7b0a0076f78be0f41217c0,f75af8bc5e526020
train,cup,1,46,cup_g010,images/train/cup_0046.jpg,labels/train/cup_0046.txt,raw_images/cup_yolo_annotated/images/cup_0046.jpg,raw_images/cup_yolo_annotated/labels/cup_0046.txt,c140224e500ac73f389b881c06ab48a6f7c65ce019a468f5df74b951d6e9f420,e75af8bc5e566020
train,cup,1,47,cup_g010,images/train/cup_0047.jpg,labels/train/cup_0047.txt,raw_images/cup_yolo_annotated/images/cup_0047.jpg,raw_images/cup_yolo_annotated/labels/cup_0047.txt,fb5ba05d417ada9237daf88f4d4ca5e917f73df90038da0b2749570149aabdcc,f74ae8b65e52f020
train,cup,1,48,cup_g010,images/train/cup_0048.jpg,labels/train/cup_0048.txt,raw_images/cup_yolo_annotated/images/cup_0048.jpg,raw_images/cup_yolo_annotated/labels/cup_0048.txt,d39f82c260e2ed46ecb27a7451afb6907adfe5545a8194e337f743fe56ed3950,f75af8b65e526020
train,cup,1,49,cup_g015,images/train/cup_0049.jpg,labels/train/cup_0049.txt,raw_images/cup_yolo_annotated/images/cup_0049.jpg,raw_images/cup_yolo_annotated/labels/cup_0049.txt,66aaae57a0f04f8152422d29a6c148b3fa92b61361cee6b3c1e171baf94e7b87,d158f8b65e42f02e
train,cup,1,50,cup_g015,images/train/cup_0050.jpg,labels/train/cup_0050.txt,raw_images/cup_yolo_annotated/images/cup_0050.jpg,raw_images/cup_yolo_annotated/labels/cup_0050.txt,c9dcf99e8b1ce2f075ae2ca0277ee53c275d65f2d4870a92944676cb36351911,d358fcb65a42f02c
train,cup,1,51,cup_g016,images/train/cup_0051.jpg,labels/train/cup_0051.txt,raw_images/cup_yolo_annotated/images/cup_0051.jpg,raw_images/cup_yolo_annotated/labels/cup_0051.txt,012b7ac6c866a0dffa3d7958eccd569c197f32961b3bfc74510518838540f5f8,9052ef975b52f034
train,cup,1,52,cup_g016,images/train/cup_0052.jpg,labels/train/cup_0052.txt,raw_images/cup_yolo_annotated/images/cup_0052.jpg,raw_images/cup_yolo_annotated/labels/cup_0052.txt,921ee781ce9df92b1c9c1124879b5c4276fb13538c5cc499ef7ed0a57711ad9a,d042ef954b5b7036
train,cup,1,53,cup_g016,images/train/cup_0053.jpg,labels/train/cup_0053.txt,raw_images/cup_yolo_annotated/images/cup_0053.jpg,raw_images/cup_yolo_annotated/labels/cup_0053.txt,b62206a4cbfb78a3c9288f8396ca9b2d4b7f28689776a38455b8cc7238c42b5b,d040ebbd4b5bf034
train,cup,1,54,cup_g016,images/train/cup_0054.jpg,labels/train/cup_0054.txt,raw_images/cup_yolo_annotated/images/cup_0054.jpg,raw_images/cup_yolo_annotated/labels/cup_0054.txt,f40ad309ea178d04d3849e0186ee589eb4c58fd048c277e6e5dd57e94d7e89af,d040ebbd4b5bf034
train,cup,1,55,cup_g016,images/train/cup_0055.jpg,labels/train/cup_0055.txt,raw_images/cup_yolo_annotated/images/cup_0055.jpg,raw_images/cup_yolo_annotated/labels/cup_0055.txt,4b070ff7573f63c79cdfc5ea2f60dad1aaf38e17aad58080a77a9c5ad0cb9fdf,d040eabd5f5af034
train,cup,1,56,cup_g017,images/train/cup_0056.jpg,labels/train/cup_0056.txt,raw_images/cup_yolo_annotated/images/cup_0056.jpg,raw_images/cup_yolo_annotated/labels/cup_0056.txt,aaa55c43e12a9dc842d06aabd1c54f491b94f79155e4c7ac24dae24f60563809,9350fabf5e527024
train,cup,1,57,cup_g018,images/train/cup_0057.jpg,labels/train/cup_0057.txt,raw_images/cup_yolo_annotated/images/cup_0057.jpg,raw_images/cup_yolo_annotated/labels/cup_0057.txt,137d9ebf8d16e74b5f5401dba9fd2223403219b23bb7909e4aae969906e17de2,8540eaaf5f52f074
train,cup,1,58,cup_g019,images/train/cup_0058.jpg,labels/train/cup_0058.txt,raw_images/cup_yolo_annotated/images/cup_0058.jpg,raw_images/cup_yolo_annotated/labels/cup_0058.txt,d8e9491e0e1328077a02c444529a30e90bd794c8bf8b8c8f7a40168e43717e27,8574cabf5a5af021
train,cup,1,59,cup_g019,images/train/cup_0059.jpg,labels/train/cup_0059.txt,raw_images/cup_yolo_annotated/images/cup_0059.jpg,raw_images/cup_yolo_annotated/labels/cup_0059.txt,9367e0066b4391ef1150bd8e069b1e72d565f79bcd285342aaad3622383df57b,e554eabf5e52e020
train,cup,1,60,cup_g019,images/train/cup_0060.jpg,labels/train/cup_0060.txt,raw_images/cup_yolo_annotated/images/cup_0060.jpg,raw_images/cup_yolo_annotated/labels/cup_0060.txt,7ce7828c7d0667294e5518bcaba039a08acba35483c477c793c4c1f5b8402859,e546eabf5e52e020
train,cup,1,61,cup_g019,images/train/cup_0061.jpg,labels/train/cup_0061.txt,raw_images/cup_yolo_annotated/images/cup_0061.jpg,raw_images/cup_yolo_annotated/labels/cup_0061.txt,dac3609c2d8c567d597f24c149be9fe8098dda602b1492fd14e158a8d8c17641,8554cabf5f52e0e0
train,cup,1,63,cup_g013,images/train/cup_0063.jpg,labels/train/cup_0063.txt,raw_images/cup_yolo_annotated/images/cup_0063.jpg,raw_images/cup_yolo_annotated/labels/cup_0063.txt,1fb9b2ad8abed8c95c44bb295bd4aec7197f1f1e1f16838271b551d8b02d1dc1,9250e92f5e5af0b4
train,cup,1,64,cup_g013,images/train/cup_0064.jpg,labels/train/cup_0064.txt,raw_images/cup_yolo_annotated/images/cup_0064.jpg,raw_images/cup_yolo_annotated/labels/cup_0064.txt,22cd06cbcc8a8ea60e63e31b857e694689205080037656c8b5df8798e0c73f98,9250e9af5e5af034
train,cup,1,65,cup_g013,images/train/cup_0065.jpg,labels/train/cup_0065.txt,raw_images/cup_yolo_annotated/images/cup_0065.jpg,raw_images/cup_yolo_annotated/labels/cup_0065.txt,9a4294e877372acc662f220cb1c136db5e6c25280038acf6831ef4fbcf6a607e,9250e9af4e4af0f4
train,cup,1,66,cup_g013,images/train/cup_0066.jpg,labels/train/cup_0066.txt,raw_images/cup_yolo_annotated/images/cup_0066.jpg,raw_images/cup_yolo_annotated/labels/cup_0066.txt,15dd791c59491a06485df428b81c289383b9d991c7452f1c70b96d5f8861a259,d252e9af5e5a7030
train,cup,1,70,cup_g024,images/train/cup_0070.jpg,labels/train/cup_0070.txt,raw_images/cup_yolo_annotated/images/cup_0070.jpg,raw_images/cup_yolo_annotated/labels/cup_0070.txt,2dfe6eac3596c2c3af20a3350ea6e7d96a994594e7c841bdbf97c8242cb13282,9b7fed9283c008b3
train,cup,1,71,cup_g025,images/train/cup_0071.jpg,labels/train/cup_0071.txt,raw_images/cup_yolo_annotated/images/cup_0071.jpg,raw_images/cup_yolo_annotated/labels/cup_0071.txt,2db5932fc395ffceae2bf3746ac40900d1fedc81964e121a64e40738bdef4899,9b7bcd9b9b410123
train,cup,1,72,cup_g026,images/train/cup_0072.jpg,labels/train/cup_0072.txt,raw_images/cup_yolo_annotated/images/cup_0072.jpg,raw_images/cup_yolo_annotated/labels/cup_0072.txt,00331be95de9436e613d75e2c3e5f7c26d5f3df465480b157377f2150f967bb3,be7acddb9b20010b
train,cup,1,75,cup_g029,images/train/cup_0075.jpg,labels/train/cup_0075.txt,raw_images/cup_yolo_annotated/images/cup_0075.jpg,raw_images/cup_yolo_annotated/labels/cup_0075.txt,0d7b8bf7a91cbce138842e15656874fd97ca0db94c1d9dddf37ab6d3e45d5cd1,f949c9837b8d5930
train,cup,1,77,cup_g031,images/train/cup_0077.jpg,labels/train/cup_0077.txt,raw_images/cup_yolo_annotated/images/cup_0077.jpg,raw_images/cup_yolo_annotated/labels/cup_0077.txt,aecab29425afefa2fbee412073c7100f421476896e95e1d88d2d21682057f70a,f26ec6a642a92d95
train,cup,1,79,cup_g033,images/train/cup_0079.jpg,labels/train/cup_0079.txt,raw_images/cup_yolo_annotated/images/cup_0079.jpg,raw_images/cup_yolo_annotated/labels/cup_0079.txt,6158d0fc21e5ccafa5d6074583a04b6107a7825b09ce39aeba849da931ce5bd6,e131f59523c3a749
train,cup,1,80,cup_g034,images/train/cup_0080.jpg,labels/train/cup_0080.txt,raw_images/cup_yolo_annotated/images/cup_0080.jpg,raw_images/cup_yolo_annotated/labels/cup_0080.txt,2f51fda59f499a4b67e75a47c72c80fd224a3af82775224a45bc694c21b23895,fe3b4b9234c8512d
train,cup,1,81,cup_g035,images/train/cup_0081.jpg,labels/train/cup_0081.txt,raw_images/cup_yolo_annotated/images/cup_0081.jpg,raw_images/cup_yolo_annotated/labels/cup_0081.txt,43837151c3780a3acc8c030864f363eb4a4c56834c3d72d2f87a2fa8cb049cb7,fb1b4b12b6c93825
train,cup,1,82,cup_g036,images/train/cup_0082.jpg,labels/train/cup_0082.txt,raw_images/cup_yolo_annotated/images/cup_0082.jpg,raw_images/cup_yolo_annotated/labels/cup_0082.txt,5cfc39588a4c0640318f8b611eb47ef165a774ebe1f3145ebdd7380bbbe39f2a,f80c4c1bdbe51e26
train,cup,1,83,cup_g037,images/train/cup_0083.jpg,labels/train/cup_0083.txt,raw_images/cup_yolo_annotated/images/cup_0083.jpg,raw_images/cup_yolo_annotated/labels/cup_0083.txt,0ffebae191334c6256b3e65502cdc899cd399c4933e18ca14a2f8b2e66ccc624,fe0c44369be99c52
train,cup,1,84,cup_g038,images/train/cup_0084.jpg,labels/train/cup_0084.txt,raw_images/cup_yolo_annotated/images/cup_0084.jpg,raw_images/cup_yolo_annotated/labels/cup_0084.txt,ba2531532567a9e8a732c9d65d2b91f144cae7143bd230fbb83bef5df0ce43f2,fe0664369ce10dcd
train,cup,1,85,cup_g039,images/train/cup_0085.jpg,labels/train/cup_0085.txt,raw_images/cup_yolo_annotated/images/cup_0085.jpg,raw_images/cup_yolo_annotated/labels/cup_0085.txt,174aaff4607ebaf5063b19900b71135e12265338dcaa3c53e823ec37a8a8e90f,db032232dbf316e4
train,cup,1,87,cup_g041,images/train/cup_0087.jpg,labels/train/cup_0087.txt,raw_images/cup_yolo_annotated/images/cup_0087.jpg,raw_images/cup_yolo_annotated/labels/cup_0087.txt,cd6ed0b587a8ba5334719434c7cc8b197028dde233e761cf46abbbede2244b62,d581663669391cdb
train,cup,1,88,cup_g042,images/train/cup_0088.jpg,labels/train/cup_0088.txt,raw_images/cup_yolo_annotated/images/cup_0088.jpg,raw_images/cup_yolo_annotated/labels/cup_0088.txt,4569b247b2b65f470038332e6d266ad283f4628320a0dfbad6066f6464fd9260,da9e292b425a1e3d
train,cup,1,89,cup_g043,images/train/cup_0089.jpg,labels/train/cup_0089.txt,raw_images/cup_yolo_annotated/images/cup_0089.jpg,raw_images/cup_yolo_annotated/labels/cup_0089.txt,8ce23581b9ecf62d9caa9b96c84c4c0b57c15944e3b4d0afc06fccab78f7c161,fb903e0296876b1b
train,cup,1,90,cup_g044,images/train/cup_0090.jpg,labels/train/cup_0090.txt,raw_images/cup_yolo_annotated/images/cup_0090.jpg,raw_images/cup_yolo_annotated/labels/cup_0090.txt,6917076850349abe366e8caf933cdaeda6e35d2df6d7cd68f5a03d82f7d35453,93e46b1e8ce71e14
train,cup,1,91,cup_g045,images/train/cup_0091.jpg,labels/train/cup_0091.txt,raw_images/cup_yolo_annotated/images/cup_0091.jpg,raw_images/cup_yolo_annotated/labels/cup_0091.txt,c9cad38581467c6af52176bb855713fb5092b0429ecfef6bd9fdde02aa0e1432,b3c9713419147db3
train,cup,1,92,cup_g046,images/train/cup_0092.jpg,labels/train/cup_0092.txt,raw_images/cup_yolo_annotated/images/cup_0092.jpg,raw_images/cup_yolo_annotated/labels/cup_0092.txt,e679c80dc44fc3726adc46b32e7d181236f1ea40de42e9face211725b8d9d2b3,9be2c63161147b37
train,cup,1,94,cup_g048,images/train/cup_0094.jpg,labels/train/cup_0094.txt,raw_images/cup_yolo_annotated/images/cup_0094.jpg,raw_images/cup_yolo_annotated/labels/cup_0094.txt,c078aca9307f035aed14a8b3ebb6663bcb564ff5401aea12fae1645e751a1b65,aaff85c0d860332f
train,cup,1,95,cup_g049,images/train/cup_0095.jpg,labels/train/cup_0095.txt,raw_images/cup_yolo_annotated/images/cup_0095.jpg,raw_images/cup_yolo_annotated/labels/cup_0095.txt,612eb9249071f701534502d4ebf4117363f009889420cbf76f40f16b48e04c50,a2e099c15b8e6779
train,cup,1,96,cup_g050,images/train/cup_0096.jpg,labels/train/cup_0096.txt,raw_images/cup_yolo_annotated/images/cup_0096.jpg,raw_images/cup_yolo_annotated/labels/cup_0096.txt,2536b14409d699fb3e0049dce6ab16375c50a3bf3375bccdc789eddcf4570c6d,b1e492ce73cdc360
train,cup,1,100,cup_g054,images/train/cup_0100.jpg,labels/train/cup_0100.txt,raw_images/cup_yolo_annotated/images/cup_0100.jpg,raw_images/cup_yolo_annotated/labels/cup_0100.txt,ba4a22bf1d88b980b0816ca3946d572ccf8cf01618cba7a78e819cae3e9f81cb,b07497c0501ebbcf
train,cup,1,101,cup_g055,images/train/cup_0101.jpg,labels/train/cup_0101.txt,raw_images/cup_yolo_annotated/images/cup_0101.jpg,raw_images/cup_yolo_annotated/labels/cup_0101.txt,41fbaf399364de42b875309f3fcc9b7914b160850fb9f148bb2ee69850e87bec,a959ccec84b4e666
train,cup,1,102,cup_g056,images/train/cup_0102.jpg,labels/train/cup_0102.txt,raw_images/cup_yolo_annotated/images/cup_0102.jpg,raw_images/cup_yolo_annotated/labels/cup_0102.txt,423605d69c23849068ec080f140776c23258101c02d1687b196135e1aff41849,ab5ecce9b0b26a09
train,cup,1,103,cup_g057,images/train/cup_0103.jpg,labels/train/cup_0103.txt,raw_images/cup_yolo_annotated/images/cup_0103.jpg,raw_images/cup_yolo_annotated/labels/cup_0103.txt,f9ff058690084af5e86f07d69cdeda289b7c72449767e1d28af4f086108be1a4,ab52c081367f9db4
train,cup,1,104,cup_g058,images/train/cup_0104.jpg,labels/train/cup_0104.txt,raw_images/cup_yolo_annotated/images/cup_0104.jpg,raw_images/cup_yolo_annotated/labels/cup_0104.txt,83460c95cb8d6b590a0e80f057defc091b8345b92d17ac09e975827417166cf2,e15f9e206b471c5c
train,cup,1,105,cup_g059,images/train/cup_0105.jpg,labels/train/cup_0105.txt,raw_images/cup_yolo_annotated/images/cup_0105.jpg,raw_images/cup_yolo_annotated/labels/cup_0105.txt,e11d523fe07ce09a34d3c34e52a8b82bc897580f269f96ba556059d4c13fc5b1,e1bfd4204e8f0cdc
train,cup,1,106,cup_g060,images/train/cup_0106.jpg,labels/train/cup_0106.txt,raw_images/cup_yolo_annotated/images/cup_0106.jpg,raw_images/cup_yolo_annotated/labels/cup_0106.txt,38510b03c3f22bee218a1a777b2872fc5185d53dbc7620119f7c7e9c5732a3fb,b0bdd7c022e70e4e
train,cup,1,107,cup_g061,images/train/cup_0107.jpg,labels/train/cup_0107.txt,raw_images/cup_yolo_annotated/images/cup_0107.jpg,raw_images/cup_yolo_annotated/labels/cup_0107.txt,3a03017045094bea3c01cd6f4591c83ef537429949e532bd643bf361b0da629c,b5d5793898b2e261
train,cup,1,108,cup_g062,images/train/cup_0108.jpg,labels/train/cup_0108.txt,raw_images/cup_yolo_annotated/images/cup_0108.jpg,raw_images/cup_yolo_annotated/labels/cup_0108.txt,d3571252be60696eda6cccb1e14d5af0aca4f2a39e2f6891d51255c233b2b87b,82d25b7f1f1f8520
train,cup,1,109,cup_g063,images/train/cup_0109.jpg,labels/train/cup_0109.txt,raw_images/cup_yolo_annotated/images/cup_0109.jpg,raw_images/cup_yolo_annotated/labels/cup_0109.txt,416d3100efea1e087bc3bcfa3e789029edc81fb994887a53404fd5a9686adeda,88dad272781b7e86
train,cup,1,110,cup_g064,images/train/cup_0110.jpg,labels/train/cup_0110.txt,raw_images/cup_yolo_annotated/images/cup_0110.jpg,raw_images/cup_yolo_annotated/labels/cup_0110.txt,9cad1b781f11cf25aeb68618c08848c80d2deed4f9500d634bc3730a26ec57ad,a0d0d2524e4f7b3b
train,cup,1,111,cup_g065,images/train/cup_0111.jpg,labels/train/cup_0111.txt,raw_images/cup_yolo_annotated/images/cup_0111.jpg,raw_images/cup_yolo_annotated/labels/cup_0111.txt,0f316191d1b5777bb04802e113b2e4d2e22bb75322aa6d5ec95f3699cc5fb907,e54d4c4969667617
